,ligand,cluster_name
4052,XIF,40O-like
4053,DNH,40O-like
4054,19G,19G
4055,4M7,4M7
4056,BCO,BCO
4057,4M6,4M6
4058,BYT,BYT-like
4059,41M,BYT-like
4060,NGH,NGH
4061,MLD,MLD
4062,AT2,AT2
4063,4TY,4TY
4064,SMN,SMN-like
4065,9RW,SMN-like
4066,CHG,SMN-like
4067,004,SMN-like
4068,H1S,H1S
4069,CZH,CZH
4070,SS9,SS9-like
4071,D1T,SS9-like
4072,88N,88N-like
4073,88V,88N-like
4074,9F3,9F3
4075,646,646
4076,DW0,DW0
4077,140,140
4078,DGZ,DGZ
4079,RP4,RP4
4080,HYE,HYE-like
4081,GPT,HYE-like
4082,Q0K,Q0K-like
4083,IQW,Q0K-like
4084,4NR,Q0K-like
4085,FYD,FYD
4086,Z82,Z82
4087,2K8,2K8
4088,CZA,CZA
4089,ISJ,ISJ
4090,TX4,TX4-like
4091,LXP,TX4-like
4092,CBY,CBY
4093,5OD,5OD
4094,GRT,GRT
4095,NLX,NLX
4096,GRW,GRW
4097,RW2,RW2
4098,BVP,BVP
4099,4NK,4NK
4100,FYJ,FYJ
4101,TB2,TB2
4102,REQ,REQ
4103,CBD,CBD
4104,Q4G,Q4G-like
4105,L5D,Q4G-like
4106,IQQ,Q4G-like
4107,C10,C10-like
4108,O8N,C10-like
4109,FID,FID
4110,JUG,JUG-like
4111,G1O,JUG-like
4112,1RY,1RY-like
4113,0G4,1RY-like
4114,LCS,LCS-like
4115,PMH,LCS-like
4116,7TS,LCS-like
4117,4J6,4J6
4118,3ZQ,3ZQ-like
4119,4DX,3ZQ-like
4120,2GO,2GO
4121,SUZ,SUZ
4122,6LH,6LH-like
4123,4JC,6LH-like
4124,M4S,6LH-like
4125,75W,6LH-like
4126,4OS,6LH-like
4127,OCZ,OCZ
4128,4U5,4U5
4129,0HZ,0HZ
4130,PM6,PM6-like
4131,ES4,PM6-like
4132,DN6,DN6
4133,377,377
4134,VDY,VDY
4135,6Y2,6Y2
4136,PXN,PXN-like
4137,4TD,PXN-like
4138,DMD,DMD-like
4139,G7J,DMD-like
4140,3ID,DMD-like
4141,CFQ,CFQ
4142,53K,53K
4143,EVP,EVP
4144,AQH,AQH
4145,CAZ,CAZ
4146,TDI,TDI
4147,BZJ,BZJ-like
4148,HQU,BZJ-like
4149,45T,45T
4150,DTK,DTK
4151,45D,45D
4152,VIV,VIV
4153,5FD,5FD
4154,D6Q,D6Q
4155,0FQ,0FQ
4156,SRG,SRG-like
4157,SY2,SRG-like
4158,3MW,3MW
4159,SR7,SR7
4160,JKE,JKE-like
4161,1WD,JKE-like
4162,6SM,JKE-like
4163,JRS,JRS-like
4164,J11,JRS-like
4165,CAX,CAX
4166,9EG,9EG
4167,IDQ,IDQ
4168,6DB,6DB
4169,4IR,4IR
4170,P6F,P6F
4171,VGH,VGH
4172,AIX,AIX
4173,CH1,CH1
4174,TDL,TDL
4175,6PE,6PE
4176,3C7,3C7
4177,HSA,HSA
4178,3FX,3FX
4179,UQ5,UQ5
4180,8GT,8GT
4181,KY1,KY1-like
4182,5KL,KY1-like
4183,MD6,KY1-like
4184,SCL,KY1-like
4185,MTM,MTM
4186,PNT,PNT-like
4187,PET,PNT-like
4188,MK2,MK2
4189,MAW,MAW
4190,G52,G52
4191,GG5,GG5-like
4192,29B,GG5-like
4193,GNT,GNT
4194,CMK,CMK
4195,2SN,2SN-like
4196,7M3,2SN-like
4197,2CR,2CR
4198,CPF,CPF
4199,3HP,3HP-like
4200,N3M,3HP-like
4201,IRG,IRG
4202,BPY,BPY
4203,PPG,PPG
4204,MEV,MEV
4205,PP2,PP2
4206,TPV,TPV
4207,EQ3,EQ3
4208,UAG,UAG
4209,PAH,PAH
4210,KG1,KG1
4211,PPD,PPD-like
4212,KET,PPD-like
4213,3QP,PPD-like
4214,DSQ,DSQ
4215,G3D,G3D
4216,198,198
4217,9UL,9UL
4218,CA0,CA0-like
4219,7RM,CA0-like
4220,6R9,CA0-like
4221,KG4,CA0-like
4222,CMX,CMX-like
4223,0RQ,CMX-like
4224,NMX,CMX-like
4225,AMX,CMX-like
4226,PSZ,PSZ
4227,FII,FII
4228,DCE,DCE-like
4229,6LN,DCE-like
4230,DN8,DN8
4231,9OD,9OD-like
4232,AZ1,9OD-like
4233,FXT,9OD-like
4234,FNE,FNE
4235,2GE,2GE
4236,RAR,RAR
4237,6YR,6YR
4238,RIM,RIM-like
4239,EU7,RIM-like
4240,SLX,SLX
4241,RSG,RSG
4242,1UN,1UN
4243,R2R,R2R
4244,3QU,3QU-like
4245,9JH,3QU-like
4246,JO4,3QU-like
4247,GJG,3QU-like
4248,G8V,3QU-like
4249,DN7,3QU-like
4250,8PC,8PC-like
4251,JPM,8PC-like
4252,JPL,8PC-like
4253,OTR,OTR
4254,DME,DME
4255,MSR,MSR-like
4256,SNU,MSR-like
4257,3SQ,MSR-like
4258,TZF,MSR-like
4259,6AQ,MSR-like
4260,E30,MSR-like
4261,DM5,DM5
4262,R3W,R3W-like
4263,MCR,R3W-like
4264,ATO,R3W-like
4265,PA7,PA7-like
4266,N5O,PA7-like
4267,N5A,PA7-like
4268,GVD,GVD-like
4269,IHH,GVD-like
4270,OTA,OTA-like
4271,OPA,OTA-like
4272,1PV,1PV
4273,7FN,7FN
4274,RWZ,RWZ-like
4275,3RX,RWZ-like
4276,VU3,VU3
4277,SO1,SO1
4278,GD7,GD7-like
4279,GD8,GD7-like
4280,AVJ,AVJ
4281,P1Z,P1Z
4282,FOF,FOF-like
4283,FOH,FOF-like
4284,N1S,FOF-like
4285,FOC,FOC
4286,3NM,3NM
4287,ANH,ANH
4288,D8U,D8U
4289,8PR,8PR-like
4290,ZSO,8PR-like
4291,0JX,0JX-like
4292,P25,0JX-like
4293,0K2,0JX-like
4294,0CH,0JX-like
4295,MIX,MIX-like
4296,3OA,MIX-like
4297,Q16,Q16
4298,LA6,LA6-like
4299,0FV,LA6-like
4300,0HK,0HK
4301,3AR,3AR-like
4302,LN6,3AR-like
4303,ARV,3AR-like
4304,2KJ,3AR-like
4305,AOV,AOV
4306,EZA,EZA
4307,I46,I46
4308,12Q,12Q-like
4309,KJH,12Q-like
4310,D1N,12Q-like
4311,7W1,12Q-like
4312,5QX,12Q-like
4313,CAU,CAU
4314,CE4,CE4
4315,CE3,CE3
4316,B96,B96
4317,DNC,DNC
4318,M1P,M1P-like
4319,JVA,M1P-like
4320,6C8,6C8-like
4321,6C5,6C8-like
4322,5TO,6C8-like
4323,P93,6C8-like
4324,6FG,6C8-like
4325,6C4,6C8-like
4326,GYV,GYV
4327,KPL,KPL
4328,PLA,PLA
4329,DPG,DPG
4330,WZO,WZO
4331,GDM,GDM
4332,VBC,VBC-like
4333,S1D,VBC-like
4334,JSX,VBC-like
4335,2MO,2MO
4336,PNX,PNX
4337,LSM,LSM
4338,ECN,ECN-like
4339,EKO,ECN-like
4340,RED,RED-like
4341,LPM,RED-like
4342,AZR,AZR
4343,L1P,L1P
4344,PBG,PBG
4345,SFH,SFH-like
4346,OOB,SFH-like
4347,DTN,DTN
4348,FEG,FEG
4349,NQM,NQM-like
4350,HJ7,NQM-like
4351,0GY,NQM-like
4352,PAZ,PAZ
4353,5MY,5MY
4354,6LA,6LA
4355,DKI,DKI
4356,1AQ,1AQ
4357,VNI,VNI-like
4358,VNT,VNI-like
4359,6GM,6GM
4360,WWX,WWX
4361,4P6,4P6
4362,CE6,CE6
4363,LOB,LOB
4364,1RG,1RG
4365,MYY,MYY
4366,VVA,VVA
4367,LOG,LOG
4368,MIV,MIV
4369,CEL,CEL
4370,URS,URS-like
4371,YS6,URS-like
4372,09O,09O
4373,1JT,1JT
4374,ARJ,ARJ-like
4375,ADY,ARJ-like
4376,N22,N22
4377,VD3,VD3
4378,A3G,A3G
4379,A81,A81
4380,EFZ,EFZ
4381,MOA,MOA
4382,BXU,BXU-like
4383,8PL,BXU-like
4384,8PO,BXU-like
4385,9SZ,9SZ-like
4386,19O,9SZ-like
4387,NPQ,NPQ
4388,V1A,V1A
4389,MED,MED
4390,APA,APA-like
4391,PPN,APA-like
4392,7N8,APA-like
4393,4AF,APA-like
4394,0BN,APA-like
4395,HQO,HQO
4396,MLB,MLB
4397,I83,I83
4398,EQ1,EQ1
4399,ER4,ER4
4400,WCA,WCA
4401,35R,35R-like
4402,L0I,35R-like
4403,L0G,35R-like
4404,6GK,6GK
4405,4P7,4P7
4406,KH2,KH2
4407,VIA,VIA
4408,SME,SME-like
4409,MHO,SME-like
4410,X2N,X2N
4411,33E,33E
4412,5TX,5TX
4413,1PZ,1PZ
4414,551,551
4415,MTP,MTP
4416,9R5,9R5
4417,J47,J47
4418,2AL,2AL
4419,XXX,XXX-like
4420,D5E,XXX-like
4421,S81,XXX-like
4422,LLH,LLH
4423,2BM,2BM
4424,F36,F36-like
4425,A64,F36-like
4426,1V0,F36-like
4427,1UT,F36-like
4428,1UR,F36-like
4429,X7A,X7A
4430,MUC,MUC
4431,32X,32X-like
4432,IQD,32X-like
4433,DHQ,32X-like
4434,07K,32X-like
4435,CDI,CDI
4436,DQR,DQR
4437,BZQ,BZQ-like
4438,GOY,BZQ-like
4439,3VW,BZQ-like
4440,0OL,BZQ-like
4441,ZAW,BZQ-like
4442,0XM,BZQ-like
4443,9P7,9P7
4444,LAK,LAK
4445,006,006-like
4446,JZQ,006-like
4447,DOL,DOL
4448,6GH,6GH
4449,3L5,3L5
4450,FPF,FPF-like
4451,2CF,FPF-like
4452,9KH,9KH
4453,GW9,GW9-like
4454,EEY,GW9-like
4455,5SV,5SV
4456,VU2,VU2
4457,MMZ,MMZ
4458,D3Y,D3Y
4459,AC2,AC2
4460,KK1,KK1
4461,9OJ,9OJ
4462,6GF,6GF
4463,BZ3,BZ3-like
4464,VXQ,BZ3-like
4465,MR1,BZ3-like
4466,5XC,BZ3-like
4467,5OB,BZ3-like
4468,1MJ,BZ3-like
4469,1LZ,BZ3-like
4470,NSQ,NSQ
4471,DP1,DP1
4472,NFQ,NFQ
4473,KK3,KK3
4474,KK2,KK2
4475,SQL,SQL-like
4476,SQA,SQL-like
4477,C4D,SQL-like
4478,19Y,19Y
4479,PP1,PP1
4480,VDM,VDM
4481,K6H,K6H
4482,BHL,BHL
4483,TON,TON
4484,BFZ,BFZ
4485,ARC,ARC
4486,FAB,FAB
4487,7KO,7KO
4488,G8H,G8H
4489,RSA,RSA
4490,1S6,1S6
4491,RRX,RRX
4492,GEM,GEM
4493,Y19,Y19
4494,GPR,GPR
4495,INJ,INJ-like
4496,5YL,INJ-like
4497,PMB,PMB
4498,TOL,TOL
4499,PHR,PHR
4500,PC4,PC4
4501,9AU,9AU
4502,GJV,GJV-like
4503,6ZH,GJV-like
4504,6LC,GJV-like
4505,1YN,1YN
4506,XRS,XRS
4507,4BW,4BW
4508,1QS,1QS-like
4509,2RM,1QS-like
4510,2QF,1QS-like
4511,1XD,1QS-like
4512,PY0,PY0
4513,GKR,GKR
4514,PVE,PVE
4515,PUG,PUG
4516,CL6,CL6
4517,TI9,TI9
4518,W66,W66-like
4519,BYJ,W66-like
4520,Q10,W66-like
4521,LCY,LCY-like
4522,4XX,LCY-like
4523,GM6,GM6
4524,G7X,G7X-like
4525,6LX,G7X-like
4526,SB2,SB2
4527,3X8,3X8
4528,RCY,RCY
4529,5UD,5UD-like
4530,F01,5UD-like
4531,38T,5UD-like
4532,NNH,NNH-like
4533,UU5,NNH-like
4534,FHO,NNH-like
4535,53I,53I-like
4536,52I,53I-like
4537,5GI,5GI
4538,40P,40P
4539,H52,H52
4540,1RZ,1RZ-like
4541,3TT,1RZ-like
4542,5FA,5FA-like
4543,6YZ,5FA-like
4544,RCP,RCP
4545,41J,41J
4546,EY4,EY4
4547,HC3,HC3
4548,E2Q,E2Q
4549,AME,AME-like
4550,CXM,AME-like
4551,GCB,GCB-like
4552,EVA,GCB-like
4553,SLT,SLT
4554,5FW,5FW
4555,20V,20V
4556,DFB,DFB-like
4557,23A,DFB-like
4558,S71,S71-like
4559,S42,S71-like
4560,S4P,S4P
4561,GSM,GSM-like
4562,GS8,GSM-like
4563,AHD,AHD-like
4564,212,AHD-like
4565,210,210
4566,SA8,SA8
4567,42R,42R
4568,GXB,GXB
4569,3TV,3TV
4570,S1P,S1P
4571,QHC,QHC
4572,BAX,BAX
4573,6XA,6XA
4574,PR6,PR6
4575,PBU,PBU
4576,HT6,HT6-like
4577,2EL,HT6-like
4578,IRE,IRE
4579,IZN,IZN
4580,2LO,2LO
4581,HIO,HIO
4582,CTX,CTX-like
4583,TAX,CTX-like
4584,SR1,SR1
4585,FZQ,FZQ-like
4586,FZK,FZQ-like
4587,3AM,3AM
4588,SQX,SQX
4589,6DR,6DR-like
4590,5DR,6DR-like
4591,MDA,MDA
4592,E5S,E5S
4593,AI1,AI1
4594,8MM,8MM
4595,PDG,PDG
4596,J1K,J1K
4597,7CV,7CV
4598,TD7,TD7-like
4599,TOG,TD7-like
4600,GGS,GGS-like
4601,AG8,GGS-like
4602,0N8,0N8-like
4603,SL6,0N8-like
4604,TDK,TDK
4605,SVS,SVS
4606,AGA,AGA
4607,7BN,7BN
4608,CT4,CT4
4609,9ZK,9ZK
4610,J14,J14-like
4611,JSR,J14-like
4612,6NV,6NV
4613,CTC,CTC
4614,GHE,GHE
4615,N7E,N7E-like
4616,27Q,N7E-like
4617,ZPC,ZPC
4618,73B,73B
4619,PDN,PDN
4620,26T,26T
4621,TBA,TBA
4622,KEU,KEU
4623,NWD,NWD
4624,AJP,AJP
4625,KN1,KN1
4626,TBE,TBE-like
4627,TBI,TBE-like
4628,TQP,TQP
4629,TZ5,TZ5
4630,3BB,3BB
4631,TAP,TAP
4632,Q88,Q88-like
4633,ES0,Q88-like
4634,CWM,Q88-like
4635,J6Z,J6Z-like
4636,1JJ,J6Z-like
4637,CXT,CXT
4638,6ZW,6ZW
4639,PSD,PSD-like
4640,P5A,PSD-like
4641,PR8,PSD-like
4642,P22,P22
4643,FO2,FO2
4644,SWE,SWE
4645,700,700
4646,BCG,BCG
4647,Q21,Q21
4648,ICC,ICC-like
4649,SZ1,ICC-like
4650,ECE,ICC-like
4651,TPO,TPO-like
4652,FGP,TPO-like
4653,ALS,TPO-like
4654,TC2,TC2-like
4655,QED,TC2-like
4656,QBT,QBT
4657,QCT,QCT
4658,LW2,LW2
4659,KS3,KS3-like
4660,9LE,KS3-like
4661,SKY,KS3-like
4662,9L8,KS3-like
4663,6NE,KS3-like
4664,NTO,NTO
4665,NTJ,NTJ
4666,NLP,NLP
4667,CXR,CXR-like
4668,CVR,CXR-like
4669,RB6,RB6
4670,AN0,AN0-like
4671,C5S,AN0-like
4672,LY5,LY5
4673,PYS,PYS-like
4674,BT6,PYS-like
4675,8CL,PYS-like
4676,93B,PYS-like
4677,NEC,NEC
4678,D96,D96
4679,7PR,7PR
4680,HGX,HGX
4681,FAS,FAS
4682,JQS,JQS-like
4683,JLN,JQS-like
4684,FAI,JQS-like
4685,DTL,DTL
4686,2J9,2J9-like
4687,5PX,2J9-like
4688,TUM,TUM
4689,BXY,BXY
4690,TGS,TGS
4691,J55,J55
4692,TUD,TUD
4693,GIF,GIF-like
4694,AGK,GIF-like
4695,112,112
4696,78P,78P-like
4697,3GN,78P-like
4698,SAC,SAC-like
4699,OEM,SAC-like
4700,MLU,SAC-like
4701,GZJ,SAC-like
4702,B2N,SAC-like
4703,MQ8,MQ8
4704,05L,05L
4705,TZP,TZP
4706,NAE,NAE
4707,ABE,ABE
4708,PAV,PAV
4709,U0E,U0E
4710,NCC,NCC
4711,E8N,E8N
4712,4PT,4PT
4713,TSV,TSV
4714,1SA,1SA
4715,OAD,OAD
4716,7MG,7MG-like
4717,G7M,7MG-like
4718,OED,OED
4719,D8W,D8W
4720,OE7,OE7
4721,04A,04A
4722,ACK,ACK
4723,TLF,TLF-like
4724,6J3,TLF-like
4725,CAH,CAH
4726,D7K,D7K
4727,FNU,FNU
4728,4OA,4OA
4729,HZZ,HZZ
4730,EMU,EMU-like
4731,12R,EMU-like
4732,SYM,SYM
4733,OF7,OF7
4734,RU7,RU7
4735,OAQ,OAQ
4736,OSB,OSB
4737,75U,75U
4738,MTQ,MTQ-like
4739,MTV,MTQ-like
4740,NII,NII
4741,J56,J56
4742,P4P,P4P
4743,GA3,GA3
4744,PYW,PYW
4745,CL8,CL8
4746,UMA,UMA
4747,HVS,HVS
4748,KTM,KTM
4749,C2N,C2N-like
4750,DCY,C2N-like
4751,CC8,C2N-like
4752,I3E,I3E-like
4753,8G2,I3E-like
4754,GA4,GA4
4755,8OY,8OY-like
4756,NJQ,8OY-like
4757,CES,CES
4758,G9Z,G9Z
4759,WWO,WWO
4760,GAV,GAV
4761,PIK,PIK
4762,39W,39W
4763,6KT,6KT
4764,3CH,3CH-like
4765,TUL,3CH-like
4766,M3T,3CH-like
4767,CIG,3CH-like
4768,4H2,3CH-like
4769,1YE,1YE
4770,PH1,PH1
4771,2OH,2OH
4772,G8Z,G8Z
4773,NOH,NOH-like
4774,7K8,NOH-like
4775,C34,NOH-like
4776,CQA,CQA
4777,AZZ,AZZ
4778,55B,55B-like
4779,SNY,55B-like
4780,GOX,GOX
4781,AYU,AYU
4782,919,919
4783,CHW,CHW
4784,MAH,MAH
4785,17D,17D-like
4786,3B4,17D-like
4787,JPG,17D-like
4788,JA1,JA1
4789,MA5,MA5
4790,9T6,9T6
4791,M44,M44-like
4792,DII,M44-like
4793,YCP,YCP-like
4794,CPI,YCP-like
4795,FUQ,FUQ
4796,17C,17C
4797,CH8,CH8-like
4798,JHV,CH8-like
4799,FSO,FSO
4800,5AO,5AO-like
4801,6TZ,5AO-like
4802,R20,5AO-like
4803,ZRC,ZRC
4804,NKP,NKP-like
4805,NKQ,NKP-like
4806,18L,NKP-like
4807,PQ0,PQ0
4808,U94,U94
4809,7E8,7E8
4810,VOR,VOR
4811,DCD,DCD
4812,PRZ,PRZ
4813,31A,31A-like
4814,80O,31A-like
4815,EJN,EJN
4816,PMV,PMV
4817,D3G,D3G-like
4818,0NX,D3G-like
4819,ENK,D3G-like
4820,EJW,D3G-like
4821,QHL,QHL-like
4822,GWQ,QHL-like
4823,F4Z,F4Z-like
4824,TC7,F4Z-like
4825,FLV,FLV-like
4826,226,FLV-like
4827,IN5,IN5
4828,KS1,KS1
4829,3UK,3UK
4830,52J,52J-like
4831,53J,52J-like
4832,KLN,KLN
4833,RAL,RAL
4834,SOL,SOL
4835,51G,51G
4836,SNE,SNE
4837,SNL,SNL
4838,SGP,SGP
4839,8TP,8TP-like
4840,5PV,8TP-like
4841,87X,8TP-like
4842,SHR,SHR
4843,BDD,BDD
4844,Q5M,Q5M
4845,JFQ,JFQ
4846,8YL,8YL
4847,D15,D15
4848,RRC,RRC-like
4849,NNN,RRC-like
4850,R6C,RRC-like
4851,404,RRC-like
4852,IXX,IXX-like
4853,TP0,IXX-like
4854,D7V,IXX-like
4855,5EH,IXX-like
4856,V90,V90
4857,38O,38O
4858,AUD,AUD
4859,9Y7,9Y7
4860,S3H,S3H
4861,SAU,SAU-like
4862,SGE,SAU-like
4863,MY6,MY6-like
4864,FDB,MY6-like
4865,AYW,MY6-like
4866,GEO,GEO
4867,6CF,6CF
4868,PMM,PMM
4869,LAE,LAE
4870,GJP,GJP-like
4871,BBN,GJP-like
4872,4RU,GJP-like
4873,2NB,GJP-like
4874,1HN,GJP-like
4875,9W7,9W7
4876,KIF,KIF
4877,GBN,GBN
4878,GCG,GCG
4879,3AD,3AD
4880,CDM,CDM
4881,HGA,HGA-like
4882,DIR,HGA-like
4883,MEQ,HGA-like
4884,GME,HGA-like
4885,42Y,HGA-like
4886,23P,HGA-like
4887,S9L,S9L-like
4888,DCX,S9L-like
4889,1DB,S9L-like
4890,BLD,BLD
4891,JUS,JUS
4892,DQY,DQY
4893,4TA,4TA
4894,TBS,TBS-like
4895,K17,TBS-like
4896,K36,K36
4897,6O7,6O7
4898,31I,31I
4899,6O8,6O8
4900,DSH,DSH
4901,DVP,DVP
4902,EPB,EPB
4903,E9H,E9H
4904,5UP,5UP-like
4905,5TZ,5UP-like
4906,5PD,5PD
4907,LNR,LNR-like
4908,E5E,LNR-like
4909,5FI,5FI
4910,308,308
4911,EP1,EP1
4912,CFA,CFA-like
4913,5OO,CFA-like
4914,GP4,GP4-like
4915,GQ1,GP4-like
4916,8PW,8PW
4917,6H3,6H3-like
4918,T92,6H3-like
4919,EWH,6H3-like
4920,6H4,6H3-like
4921,8YF,8YF
4922,KRD,KRD-like
4923,E31,KRD-like
4924,5TJ,5TJ
4925,LZ2,LZ2-like
4926,5NS,LZ2-like
4927,OV2,OV2-like
4928,EC6,OV2-like
4929,2OB,2OB-like
4930,CLL,2OB-like
4931,HDH,HDH-like
4932,MPB,HDH-like
4933,ZYB,HDH-like
4934,6LZ,HDH-like
4935,E01,E01
4936,JRA,JRA
4937,5YA,5YA
4938,2YQ,2YQ
4939,E1K,E1K
4940,E11,E11
4941,2UL,2UL
4942,92R,92R
4943,SHA,SHA-like
4944,8UD,SHA-like
4945,1QK,1QK
4946,ECL,ECL
4947,P23,P23-like
4948,EA2,P23-like
4949,EKJ,EKJ
4950,8ZG,8ZG
4951,K91,K91
4952,5R6,5R6
4953,2YA,2YA
4954,DZN,DZN
4955,SSH,SSH
4956,1WV,1WV-like
4957,GYM,1WV-like
4958,SP1,SP1
4959,BJ2,BJ2
4960,SAS,SAS
4961,R2B,R2B
4962,S3C,S3C
4963,SFD,SFD
4964,SAZ,SAZ-like
4965,RAZ,SAZ-like
4966,RAU,RAU
4967,QJ7,QJ7-like
4968,Q05,QJ7-like
4969,SPB,SPB
4970,SNP,SNP
4971,B9D,B9D
4972,SGV,SGV
4973,SH3,SH3
4974,SIM,SIM
4975,SEC,SEC
4976,PMI,PMI
4977,BJE,BJE
4978,SC3,SC3
4979,PL2,PL2
4980,PNG,PNG
4981,PN0,PN0
4982,YIO,YIO
4983,OOA,OOA-like
4984,BFR,OOA-like
4985,LHY,LHY-like
4986,BHK,LHY-like
4987,XDP,XDP
4988,XDM,XDM
4989,AX3,AX3
4990,PUY,PUY
4991,XT3,XT3
4992,XT0,XT0
4993,PXI,PXI
4994,Q5D,Q5D
4995,RNB,RNB
4996,CLQ,CLQ
4997,TYI,TYI
4998,B13,B13
4999,TOU,TOU
5000,ONS,ONS
5001,BYN,BYN
5002,B30,B30
5003,B2G,B2G
5004,TX1,TX1
5005,RO3,RO3
5006,NZ9,NZ9
5007,BP7,BP7-like
5008,X48,BP7-like
5009,AJA,AJA
5010,U06,U06
5011,NVZ,NVZ
5012,AI8,AI8
5013,TOR,TOR-like
5014,B19,TOR-like
5015,TMM,TMM
5016,BZD,BZD-like
5017,T68,BZD-like
5018,F58,BZD-like
5019,RSH,RSH
5020,ROK,ROK
5021,ROF,ROF
5022,PHA,PHA-like
5023,B40,PHA-like
5024,PHL,PHA-like
5025,RUD,RUD
5026,QEM,QEM
5027,NU1,NU1-like
5028,B60,NU1-like
5029,MAQ,NU1-like
5030,S10,S10
5031,K9H,K9H-like
5032,B71,K9H-like
5033,ZC3,ZC3-like
5034,QIV,ZC3-like
5035,RF5,RF5
5036,RO8,RO8
5037,BBK,BBK
5038,RO5,RO5
5039,CN8,CN8
5040,ZP4,ZP4
5041,O6S,O6S
5042,9OG,9OG
5043,CBJ,CBJ
5044,LZ6,LZ6
5045,W8G,W8G
5046,YGL,YGL-like
5047,M2N,YGL-like
5048,CC2,CC2
5049,M3D,M3D
5050,W67,W67
5051,C3T,C3T
5052,W68,W68
5053,W69,W69
5054,W0I,W0I
5055,CCX,CCX
5056,LND,LND
5057,C3A,C3A
5058,CBO,CBO
5059,CB1,CB1
5060,N7G,N7G
5061,NIM,NIM-like
5062,NS4,NIM-like
5063,NHC,NHC
5064,MRH,MRH
5065,NAX,NAX
5066,NDU,NDU
5067,MSW,MSW
5068,MUA,MUA
5069,QQZ,QQZ-like
5070,A1M,QQZ-like
5071,NOB,NOB
5072,NOK,NOK
5073,NPF,NPF
5074,A2N,A2N-like
5075,ZOD,A2N-like
5076,NN4,NN4
5077,NTP,NTP
5078,LSN,LSN
5079,WYQ,WYQ
5080,ZGA,ZGA
5081,ZXM,ZXM
5082,ZCT,ZCT
5083,Z98,Z98
5084,M87,M87-like
5085,M7K,M87-like
5086,CUN,CUN-like
5087,CUM,CUN-like
5088,9YF,9YF
5089,9YH,9YH
5090,MBT,MBT
5091,9Q8,9Q8
5092,ZZU,ZZU
5093,PSF,PSF
5094,CGP,CGP
5095,ZID,ZID
5096,ZM3,ZM3
5097,CGS,CGS
5098,CU9,CU9
5099,CU4,CU4
5100,Z72,Z72
5101,UIH,UIH-like
5102,M4V,UIH-like
5103,CNQ,CNQ
5104,VBP,VBP
5105,COC,COC
5106,MLG,MLG
5107,VRT,VRT
5108,MMV,MMV
5109,MMP,MMP
5110,VIR,VIR
5111,9LQ,9LQ
5112,UCG,UCG
5113,UQ6,UQ6
5114,UUU,UUU
5115,C2G,C2G
5116,TSL,TSL
5117,SY1,SY1
5118,EDG,EDG
5119,6DJ,6DJ
5120,FXS,FXS
5121,HO4,HO4-like
5122,TO1,HO4-like
5123,7CI,HO4-like
5124,GC4,GC4-like
5125,FT5,GC4-like
5126,FQZ,GC4-like
5127,FT1,FT1-like
5128,FT3,FT1-like
5129,G4D,G4D
5130,48H,48H
5131,NSE,NSE-like
5132,FYX,NSE-like
5133,DGB,DGB
5134,38Q,38Q
5135,6C6,6C6
5136,38K,38K
5137,38H,38H
5138,38Z,38Z-like
5139,F3Z,38Z-like
5140,25L,25L
5141,M3Q,M3Q-like
5142,QMS,M3Q-like
5143,790,M3Q-like
5144,FXD,FXD
5145,27K,27K-like
5146,HNM,27K-like
5147,8YH,27K-like
5148,AHN,AHN-like
5149,4IC,AHN-like
5150,FU0,AHN-like
5151,GG1,GG1
5152,79L,79L
5153,79V,79V
5154,4CH,4CH
5155,7JA,7JA
5156,GP3,GP3
5157,VT3,VT3-like
5158,M3W,VT3-like
5159,E9L,VT3-like
5160,7JD,VT3-like
5161,GOK,GOK
5162,8TY,8TY-like
5163,4SO,8TY-like
5164,4NZ,8TY-like
5165,AM4,8TY-like
5166,4CM,8TY-like
5167,GKW,GKW
5168,GM5,GM5
5169,6J0,6J0-like
5170,4E8,6J0-like
5171,G98,G98
5172,M0N,M0N-like
5173,39L,M0N-like
5174,393,393
5175,EET,EET-like
5176,7LE,EET-like
5177,1UE,1UE
5178,CZ3,CZ3
5179,D4S,D4S
5180,1UG,1UG
5181,D71,D71
5182,38E,38E-like
5183,1TU,38E-like
5184,C1R,C1R-like
5185,PBN,C1R-like
5186,3H2,C1R-like
5187,EOA,C1R-like
5188,EDK,EDK
5189,DCA,DCA
5190,3HC,3HC
5191,1WB,1WB
5192,EGC,EGC
5193,6PT,6PT
5194,6PS,6PS
5195,6PN,6PN
5196,1JY,1JY
5197,1JU,1JU
5198,35I,35I
5199,66A,66A
5200,66T,66T
5201,DNB,DNB
5202,DNQ,DNQ
5203,DM8,DM8
5204,JHN,JHN-like
5205,6EJ,JHN-like
5206,DOQ,DOQ
5207,DQW,DQW
5208,HPD,HPD-like
5209,DRZ,HPD-like
5210,1PK,1PK
5211,6GG,6GG
5212,3CL,3CL
5213,3CD,3CD
5214,DCF,DCF
5215,7L3,7L3
5216,G96,G96
5217,BSC,BSC
5218,PNY,PNY-like
5219,PCO,PNY-like
5220,TD3,TD3
5221,TD5,TD5
5222,TAG,TAG
5223,PDD,PDD
5224,T5K,T5K
5225,PCY,PCY
5226,T3A,T3A
5227,AQV,AQV
5228,GSN,GSN-like
5229,AHE,GSN-like
5230,PDP,PDP
5231,T7X,T7X
5232,PBE,PBE
5233,FF2,FF2
5234,FEA,FEA
